home,office,home_lat,home_lon,office_lat,office_lon,day_of_week,time,duration_mins,date,day,direction,travel_time_minutes,start_lat,start_lng,end_lat,end_lng,hour_of_day,Date,OnlyTime
,,,,,,2,,33.96666666666667,,,,,12.9716,77.6412,12.9141,77.6387,18.0,,
,,,,,,1,,26.616666666666667,,,,,12.9716,77.6412,12.9141,77.6387,8.0,,
,,,,,,0,,31.433333333333334,,,,,12.9716,77.6412,12.9141,77.6387,18.0,,
,,,,,,6,,29.0,,,,,12.9352,77.6245,12.9569,77.7011,8.0,,
,,,,,,3,,49.86666666666667,,,,,12.9352,77.6245,12.9569,77.7011,18.0,,
,,,,,,6,,11.783333333333331,,,,,12.9716,77.6412,12.9352,77.6245,8.0,,
,,,,,,1,,22.266666666666666,,,,,12.9716,77.6412,12.9352,77.6245,18.0,,
,,,,,,3,,60.75,,,,,13.0286,77.5408,12.9141,77.6387,8.0,,
,,,,,,2,,68.4,,,,,13.0286,77.5408,12.9141,77.6387,18.0,,
,,,,,,5,,17.416666666666668,,,,,12.9352,77.6245,12.925,77.5938,8.0,,
,,,,,,0,,22.566666666666663,,,,,12.9352,77.6245,12.925,77.5938,18.0,,
,,,,,,4,,33.1,,,,,12.9716,77.6412,12.925,77.5938,8.0,,
,,,,,,0,,42.06666666666667,,,,,12.9716,77.6412,12.925,77.5938,18.0,,
,,,,,,0,,15.9,,,,,12.9141,77.6387,12.9352,77.6245,8.0,,
,,,,,,6,,14.383333333333333,,,,,12.9141,77.6387,12.9352,77.6245,18.0,,
,,,,,,3,,7.683333333333334,,,,,12.9166,77.6101,12.9141,77.6387,8.0,,
,,,,,,4,,8.35,,,,,12.9166,77.6101,12.9141,77.6387,18.0,,
,,,,,,5,,45.0,,,,,13.0286,77.5408,12.9352,77.6245,8.0,,
,,,,,,0,,59.96666666666667,,,,,13.0286,77.5408,12.9352,77.6245,18.0,,
,,,,,,0,,22.58333333333333,,,,,12.9166,77.6101,12.925,77.5938,8.0,,
,,,,,,1,,29.316666666666663,,,,,12.9166,77.6101,12.925,77.5938,18.0,,
,,,,,,2,,47.86666666666667,,,,,13.0286,77.5408,12.925,77.5938,8.0,,
,,,,,,1,,54.1,,,,,13.0286,77.5408,12.925,77.5938,18.0,,
,,,,,,1,,33.06666666666667,,,,,12.9716,77.6412,12.925,77.5938,8.0,,
,,,,,,1,,44.0,,,,,12.9716,77.6412,12.925,77.5938,18.0,,
,,,,,,5,,23.8,,,,,12.974,77.6144,12.925,77.5938,8.0,,
,,,,,,4,,34.45,,,,,12.974,77.6144,12.925,77.5938,18.0,,
,,,,,,1,,39.25,,,,,12.925,77.5938,12.9716,77.6412,8.0,,
,,,,,,4,,44.766666666666666,,,,,12.925,77.5938,12.9716,77.6412,18.0,,
,,,,,,3,,19.78333333333333,,,,,12.9141,77.6387,12.925,77.5938,8.0,,
,,,,,,3,,28.116666666666667,,,,,12.9141,77.6387,12.925,77.5938,18.0,,
,,,,,,2,,27.58333333333333,,,,,12.8452,77.6605,12.925,77.5938,8.0,,
,,,,,,2,,32.95,,,,,12.8452,77.6605,12.925,77.5938,18.0,,
,,,,,,5,,37.8,,,,,12.9166,77.6101,12.9698,77.7499,8.0,,
,,,,,,6,,41.6,,,,,12.9166,77.6101,12.9698,77.7499,18.0,,
,,,,,,1,,32.2,,,,,12.9716,77.6412,12.9569,77.7011,8.0,,
,,,,,,6,,29.466666666666665,,,,,12.9716,77.6412,12.9569,77.7011,18.0,,
,,,,,,0,,56.78333333333333,,,,,13.0286,77.5408,12.9166,77.6101,8.0,,
,,,,,,6,,53.833333333333336,,,,,13.0286,77.5408,12.9166,77.6101,18.0,,
,,,,,,0,,29.48333333333333,,,,,12.9141,77.6387,12.9166,77.6101,8.0,,
,,,,,,5,,32.3,,,,,12.9141,77.6387,12.9166,77.6101,18.0,,
,,,,,,2,,43.18333333333333,,,,,12.9716,77.6412,12.9166,77.6101,8.0,,
,,,,,,1,,52.86666666666667,,,,,12.9716,77.6412,12.9166,77.6101,18.0,,
,,,,,,2,,31.03333333333333,,,,,12.9716,77.6412,12.9569,77.7011,8.0,,
,,,,,,6,,31.1,,,,,12.9716,77.6412,12.9569,77.7011,18.0,,
,,,,,,4,,53.65,,,,,12.9352,77.6245,13.0286,77.5408,8.0,,
,,,,,,1,,68.36666666666666,,,,,12.9352,77.6245,13.0286,77.5408,18.0,,
,,,,,,0,,27.516666666666666,,,,,12.974,77.6144,12.925,77.5938,8.0,,
,,,,,,5,,28.0,,,,,12.974,77.6144,12.925,77.5938,18.0,,
,,,,,,2,,44.91666666666666,,,,,12.9698,77.7499,12.9716,77.6412,8.0,,
,,,,,,4,,51.266666666666666,,,,,12.9698,77.7499,12.9716,77.6412,18.0,,
,,,,,,0,,55.41666666666666,,,,,12.9569,77.7011,13.0286,77.5408,8.0,,
,,,,,,2,,74.98333333333333,,,,,12.9569,77.7011,13.0286,77.5408,18.0,,
,,,,,,2,,64.41666666666667,,,,,12.9141,77.6387,13.0286,77.5408,8.0,,
,,,,,,6,,62.23333333333333,,,,,12.9141,77.6387,13.0286,77.5408,18.0,,
,,,,,,2,,61.91666666666666,,,,,13.0286,77.5408,12.8452,77.6605,8.0,,
,,,,,,4,,68.2,,,,,13.0286,77.5408,12.8452,77.6605,18.0,,
,,,,,,5,,28.73333333333333,,,,,13.0286,77.5408,12.974,77.6144,8.0,,
,,,,,,4,,37.55,,,,,13.0286,77.5408,12.974,77.6144,18.0,,
,,,,,,6,,22.416666666666668,,,,,12.925,77.5938,12.8452,77.6605,8.0,,
,,,,,,6,,23.716666666666665,,,,,12.925,77.5938,12.8452,77.6605,18.0,,
,,,,,,4,,56.65,,,,,12.8452,77.6605,12.9698,77.7499,8.0,,
,,,,,,0,,63.53333333333333,,,,,12.8452,77.6605,12.9698,77.7499,18.0,,
,,,,,,3,,46.71666666666667,,,,,12.8452,77.6605,12.974,77.6144,8.0,,
,,,,,,5,,46.53333333333333,,,,,12.8452,77.6605,12.974,77.6144,18.0,,
,,,,,,3,,48.36666666666667,,,,,12.925,77.5938,13.0286,77.5408,8.0,,
,,,,,,6,,48.28333333333333,,,,,12.925,77.5938,13.0286,77.5408,18.0,,
,,,,,,1,,43.5,,,,,12.9569,77.7011,12.8452,77.6605,8.0,,
,,,,,,3,,56.63333333333333,,,,,12.9569,77.7011,12.8452,77.6605,18.0,,
,,,,,,2,,38.06666666666667,,,,,12.9166,77.6101,12.9716,77.6412,8.0,,
,,,,,,4,,42.78333333333333,,,,,12.9166,77.6101,12.9716,77.6412,18.0,,
,,,,,,1,,43.95,,,,,12.974,77.6144,12.8452,77.6605,8.0,,
,,,,,,0,,54.6,,,,,12.974,77.6144,12.8452,77.6605,18.0,,
,,,,,,4,,64.41666666666667,,,,,13.0286,77.5408,12.9569,77.7011,8.0,,
,,,,,,6,,60.4,,,,,13.0286,77.5408,12.9569,77.7011,18.0,,
,,,,,,6,,28.0,,,,,12.9166,77.6101,12.9569,77.7011,8.0,,
,,,,,,0,,41.38333333333333,,,,,12.9166,77.6101,12.9569,77.7011,18.0,,
,,,,,,4,,45.45,,,,,12.8452,77.6605,12.974,77.6144,8.0,,
,,,,,,2,,54.93333333333333,,,,,12.8452,77.6605,12.974,77.6144,18.0,,
,,,,,,6,,47.11666666666667,,,,,12.9698,77.7499,12.8452,77.6605,8.0,,
,,,,,,6,,53.833333333333336,,,,,12.9698,77.7499,12.8452,77.6605,18.0,,
,,,,,,3,,8.75,,,,,12.925,77.5938,12.9166,77.6101,8.0,,
,,,,,,3,,9.85,,,,,12.925,77.5938,12.9166,77.6101,18.0,,
,,,,,,4,,19.633333333333333,,,,,12.9141,77.6387,12.925,77.5938,8.0,,
,,,,,,2,,28.466666666666665,,,,,12.9141,77.6387,12.925,77.5938,18.0,,
,,,,,,4,,38.63333333333333,,,,,12.9716,77.6412,12.8452,77.6605,8.0,,
,,,,,,6,,39.5,,,,,12.9716,77.6412,12.8452,77.6605,18.0,,
,,,,,,4,,23.33333333333333,,,,,12.9352,77.6245,12.8452,77.6605,8.0,,
,,,,,,3,,29.9,,,,,12.9352,77.6245,12.8452,77.6605,18.0,,
,,,,,,5,,6.766666666666667,,,,,12.9166,77.6101,12.9141,77.6387,8.0,,
,,,,,,2,,8.816666666666666,,,,,12.9166,77.6101,12.9141,77.6387,18.0,,
,,,,,,0,,68.85,,,,,12.9698,77.7499,12.9166,77.6101,8.0,,
,,,,,,4,,79.3,,,,,12.9698,77.7499,12.9166,77.6101,18.0,,
,,,,,,1,,39.85,,,,,12.9352,77.6245,12.9569,77.7011,8.0,,
,,,,,,2,,50.5,,,,,12.9352,77.6245,12.9569,77.7011,18.0,,
,,,,,,4,,12.1,,,,,12.9352,77.6245,12.9141,77.6387,8.0,,
,,,,,,0,,14.816666666666666,,,,,12.9352,77.6245,12.9141,77.6387,18.0,,
,,,,,,0,,22.35,,,,,12.8452,77.6605,12.9141,77.6387,8.0,,
,,,,,,5,,20.616666666666667,,,,,12.8452,77.6605,12.9141,77.6387,18.0,,
,,,,,,6,,22.416666666666668,,,,,12.925,77.5938,12.8452,77.6605,8.0,,
,,,,,,2,,30.8,,,,,12.925,77.5938,12.8452,77.6605,18.0,,
,,,,,,6,,32.71666666666667,,,,,12.9716,77.6412,12.8452,77.6605,8.0,,
,,,,,,1,,52.11666666666667,,,,,12.9716,77.6412,12.8452,77.6605,18.0,,
,,,,,,2,,41.516666666666666,,,,,13.0286,77.5408,12.9716,77.6412,8.0,,
,,,,,,2,,46.86666666666667,,,,,13.0286,77.5408,12.9716,77.6412,18.0,,
,,,,,,4,,32.333333333333336,,,,,13.0286,77.5408,12.974,77.6144,8.0,,
,,,,,,0,,35.63333333333333,,,,,13.0286,77.5408,12.974,77.6144,18.0,,
,,,,,,1,,31.2,,,,,12.9716,77.6412,12.9569,77.7011,8.0,,
,,,,,,3,,41.36666666666667,,,,,12.9716,77.6412,12.9569,77.7011,18.0,,
,,,,,,4,,8.7,,,,,12.925,77.5938,12.9166,77.6101,8.0,,
,,,,,,4,,9.6,,,,,12.925,77.5938,12.9166,77.6101,18.0,,
,,,,,,0,,38.11666666666667,,,,,12.9352,77.6245,12.9569,77.7011,8.0,,
,,,,,,6,,34.6,,,,,12.9352,77.6245,12.9569,77.7011,18.0,,
,,,,,,3,,24.5,,,,,12.9569,77.7011,12.9716,77.6412,8.0,,
,,,,,,6,,22.9,,,,,12.9569,77.7011,12.9716,77.6412,18.0,,
,,,,,,0,,61.6,,,,,13.0286,77.5408,12.9141,77.6387,8.0,,
,,,,,,2,,67.28333333333333,,,,,13.0286,77.5408,12.9141,77.6387,18.0,,
,,,,,,2,,28.133333333333333,,,,,12.9141,77.6387,12.9166,77.6101,8.0,,
,,,,,,0,,39.25,,,,,12.9141,77.6387,12.9166,77.6101,18.0,,
,,,,,,1,,32.68333333333333,,,,,12.9569,77.7011,12.9352,77.6245,8.0,,
,,,,,,6,,26.366666666666667,,,,,12.9569,77.7011,12.9352,77.6245,18.0,,
,,,,,,6,,47.083333333333336,,,,,13.0286,77.5408,12.9166,77.6101,8.0,,
,,,,,,5,,59.11666666666667,,,,,13.0286,77.5408,12.9166,77.6101,18.0,,
,,,,,,2,,16.733333333333334,,,,,12.9166,77.6101,12.8452,77.6605,8.0,,
,,,,,,1,,21.916666666666668,,,,,12.9166,77.6101,12.8452,77.6605,18.0,,
,,,,,,5,,17.55,,,,,12.974,77.6144,12.9352,77.6245,8.0,,
,,,,,,6,,20.98333333333333,,,,,12.974,77.6144,12.9352,77.6245,18.0,,
,,,,,,3,,38.48333333333333,,,,,12.974,77.6144,13.0286,77.5408,8.0,,
,,,,,,1,,50.73333333333333,,,,,12.974,77.6144,13.0286,77.5408,18.0,,
,,,,,,1,,16.833333333333332,,,,,12.9166,77.6101,12.8452,77.6605,8.0,,
,,,,,,0,,21.95,,,,,12.9166,77.6101,12.8452,77.6605,18.0,,
,,,,,,0,,48.583333333333336,,,,,12.9716,77.6412,13.0286,77.5408,8.0,,
,,,,,,6,,50.93333333333333,,,,,12.9716,77.6412,13.0286,77.5408,18.0,,
,,,,,,5,,56.96666666666667,,,,,12.9141,77.6387,13.0286,77.5408,8.0,,
,,,,,,4,,76.71666666666667,,,,,12.9141,77.6387,13.0286,77.5408,18.0,,
,,,,,,5,,45.78333333333333,,,,,13.0286,77.5408,12.9352,77.6245,8.0,,
,,,,,,1,,59.65,,,,,13.0286,77.5408,12.9352,77.6245,18.0,,
,,,,,,5,,61.28333333333333,,,,,13.0286,77.5408,12.8452,77.6605,8.0,,
,,,,,,0,,68.31666666666666,,,,,13.0286,77.5408,12.8452,77.6605,18.0,,
,,,,,,3,,18.33333333333333,,,,,12.9569,77.7011,12.9698,77.7499,8.0,,
,,,,,,0,,27.03333333333333,,,,,12.9569,77.7011,12.9698,77.7499,18.0,,
,,,,,,2,,60.833333333333336,,,,,12.9698,77.7499,12.925,77.5938,8.0,,
,,,,,,1,,74.61666666666666,,,,,12.9698,77.7499,12.925,77.5938,18.0,,
,,,,,,5,,53.35,,,,,12.8452,77.6605,13.0286,77.5408,8.0,,
,,,,,,2,,58.13333333333333,,,,,12.8452,77.6605,13.0286,77.5408,18.0,,
,,,,,,4,,51.35,,,,,12.925,77.5938,12.9698,77.7499,8.0,,
,,,,,,3,,64.98333333333333,,,,,12.925,77.5938,12.9698,77.7499,18.0,,
,,,,,,3,,21.816666666666663,,,,,12.925,77.5938,12.9352,77.6245,8.0,,
,,,,,,0,,24.216666666666665,,,,,12.925,77.5938,12.9352,77.6245,18.0,,
,,,,,,1,,19.08333333333333,,,,,12.9352,77.6245,12.9716,77.6412,8.0,,
,,,,,,4,,22.016666666666666,,,,,12.9352,77.6245,12.9716,77.6412,18.0,,
,,,,,,1,,15.966666666666669,,,,,12.925,77.5938,12.9141,77.6387,8.0,,
,,,,,,6,,15.3,,,,,12.925,77.5938,12.9141,77.6387,18.0,,
,,,,,,5,,33.25,,,,,12.8452,77.6605,12.9716,77.6412,8.0,,
,,,,,,3,,48.98333333333333,,,,,12.8452,77.6605,12.9716,77.6412,18.0,,
,,,,,,4,,19.766666666666666,,,,,12.9141,77.6387,12.925,77.5938,8.0,,
,,,,,,2,,28.45,,,,,12.9141,77.6387,12.925,77.5938,18.0,,
,,,,,,5,,12.883333333333333,,,,,12.974,77.6144,12.9716,77.6412,8.0,,
,,,,,,2,,16.666666666666668,,,,,12.974,77.6144,12.9716,77.6412,18.0,,
,,,,,,2,,39.21666666666667,,,,,12.925,77.5938,12.9716,77.6412,8.0,,
,,,,,,5,,38.6,,,,,12.925,77.5938,12.9716,77.6412,18.0,,
,,,,,,3,,25.383333333333333,,,,,12.9352,77.6245,12.974,77.6144,8.0,,
,,,,,,5,,26.03333333333333,,,,,12.9352,77.6245,12.974,77.6144,18.0,,
,,,,,,4,,26.58333333333333,,,,,12.8452,77.6605,12.925,77.5938,8.0,,
,,,,,,0,,32.2,,,,,12.8452,77.6605,12.925,77.5938,18.0,,
,,,,,,2,,43.55,,,,,12.9569,77.7011,12.8452,77.6605,8.0,,
,,,,,,1,,52.61666666666667,,,,,12.9569,77.7011,12.8452,77.6605,18.0,,
,,,,,,3,,43.65,,,,,12.974,77.6144,12.9698,77.7499,8.0,,
,,,,,,4,,53.833333333333336,,,,,12.974,77.6144,12.9698,77.7499,18.0,,
,,,,,,2,,48.4,,,,,12.925,77.5938,13.0286,77.5408,8.0,,
,,,,,,5,,57.53333333333333,,,,,12.925,77.5938,13.0286,77.5408,18.0,,
,,,,,,6,,15.216666666666669,,,,,12.9166,77.6101,12.8452,77.6605,8.0,,
,,,,,,0,,21.966666666666665,,,,,12.9166,77.6101,12.8452,77.6605,18.0,,
,,,,,,5,,17.466666666666665,,,,,12.9352,77.6245,12.925,77.5938,8.0,,
,,,,,,4,,23.116666666666667,,,,,12.9352,77.6245,12.925,77.5938,18.0,,
,,,,,,1,,47.06666666666667,,,,,13.0286,77.5408,12.925,77.5938,8.0,,
,,,,,,6,,48.95,,,,,13.0286,77.5408,12.925,77.5938,18.0,,
,,,,,,1,,18.966666666666665,,,,,12.9569,77.7011,12.9698,77.7499,8.0,,
,,,,,,6,,21.25,,,,,12.9569,77.7011,12.9698,77.7499,18.0,,
,,,,,,4,,34.666666666666664,,,,,12.974,77.6144,12.9569,77.7011,8.0,,
,,,,,,5,,36.35,,,,,12.974,77.6144,12.9569,77.7011,18.0,,
,,,,,,6,,11.6,,,,,12.974,77.6144,12.9716,77.6412,8.0,,
,,,,,,6,,14.983333333333333,,,,,12.974,77.6144,12.9716,77.6412,18.0,,
,,,,,,0,,34.81666666666667,,,,,12.9141,77.6387,12.974,77.6144,8.0,,
,,,,,,6,,33.38333333333333,,,,,12.9141,77.6387,12.974,77.6144,18.0,,
,,,,,,2,,26.816666666666663,,,,,12.9716,77.6412,12.9141,77.6387,8.0,,
,,,,,,0,,31.216666666666665,,,,,12.9716,77.6412,12.9141,77.6387,18.0,,
,,,,,,5,,36.73333333333333,,,,,13.0286,77.5408,12.9716,77.6412,8.0,,
,,,,,,3,,49.083333333333336,,,,,13.0286,77.5408,12.9716,77.6412,18.0,,
,,,,,,5,,28.95,,,,,12.9716,77.6412,12.925,77.5938,8.0,,
,,,,,,5,,37.7,,,,,12.9716,77.6412,12.925,77.5938,18.0,,
,,,,,,0,,53.11666666666667,,,,,12.8452,77.6605,12.9569,77.7011,8.0,,
,,,,,,4,,56.083333333333336,,,,,12.8452,77.6605,12.9569,77.7011,18.0,,
,,,,,,4,,23.816666666666663,,,,,12.9569,77.7011,12.9141,77.6387,8.0,,
,,,,,,5,,24.53333333333333,,,,,12.9569,77.7011,12.9141,77.6387,18.0,,
,,,,,,0,,42.21666666666667,,,,,12.9698,77.7499,12.9141,77.6387,8.0,,
,,,,,,1,,51.78333333333333,,,,,12.9698,77.7499,12.9141,77.6387,18.0,,
,,,,,,6,,56.2,,,,,13.0286,77.5408,12.8452,77.6605,8.0,,
,,,,,,2,,69.08333333333333,,,,,13.0286,77.5408,12.8452,77.6605,18.0,,
,,,,,,2,,36.4,,,,,12.9141,77.6387,12.9569,77.7011,8.0,,
,,,,,,6,,27.666666666666668,,,,,12.9141,77.6387,12.9569,77.7011,18.0,,
,,,,,,0,,36.016666666666666,,,,,12.974,77.6144,12.9166,77.6101,8.0,,
,,,,,,2,,44.8,,,,,12.974,77.6144,12.9166,77.6101,18.0,,
,,,,,,3,,57.35,,,,,12.925,77.5938,12.9698,77.7499,8.0,,
,,,,,,2,,67.03333333333333,,,,,12.925,77.5938,12.9698,77.7499,18.0,,
,,,,,,4,,16.55,,,,,12.9166,77.6101,12.8452,77.6605,8.0,,
,,,,,,1,,21.65,,,,,12.9166,77.6101,12.8452,77.6605,18.0,,
,,,,,,3,,46.18333333333333,,,,,12.9141,77.6387,12.9698,77.7499,8.0,,
,,,,,,3,,52.61666666666667,,,,,12.9141,77.6387,12.9698,77.7499,18.0,,
,,,,,,2,,41.31666666666667,,,,,12.9716,77.6412,12.8452,77.6605,8.0,,
,,,,,,2,,50.38333333333333,,,,,12.9716,77.6412,12.8452,77.6605,18.0,,
,,,,,,5,,40.48333333333333,,,,,12.8452,77.6605,12.9569,77.7011,8.0,,
,,,,,,3,,58.45,,,,,12.8452,77.6605,12.9569,77.7011,18.0,,
,,,,,,4,,40.98333333333333,,,,,12.9698,77.7499,12.9141,77.6387,8.0,,
,,,,,,6,,37.16666666666666,,,,,12.9698,77.7499,12.9141,77.6387,18.0,,
,,,,,,5,,63.43333333333333,,,,,13.0286,77.5408,12.9698,77.7499,8.0,,
,,,,,,0,,82.76666666666667,,,,,13.0286,77.5408,12.9698,77.7499,18.0,,
,,,,,,2,,60.266666666666666,,,,,12.925,77.5938,12.9698,77.7499,8.0,,
,,,,,,4,,62.333333333333336,,,,,12.925,77.5938,12.9698,77.7499,18.0,,
,,,,,,3,,20.28333333333333,,,,,12.9141,77.6387,12.925,77.5938,8.0,,
,,,,,,6,,19.883333333333333,,,,,12.9141,77.6387,12.925,77.5938,18.0,,
,,,,,,4,,24.83333333333333,,,,,12.9716,77.6412,12.9141,77.6387,8.0,,
,,,,,,5,,28.566666666666663,,,,,12.9716,77.6412,12.9141,77.6387,18.0,,
,,,,,,1,,62.6,,,,,13.0286,77.5408,12.8452,77.6605,8.0,,
,,,,,,3,,68.53333333333333,,,,,13.0286,77.5408,12.8452,77.6605,18.0,,
,,,,,,6,,47.083333333333336,,,,,12.9569,77.7011,13.0286,77.5408,8.0,,
,,,,,,1,,75.4,,,,,12.9569,77.7011,13.0286,77.5408,18.0,,
,,,,,,1,,8.983333333333333,,,,,12.925,77.5938,12.9166,77.6101,8.0,,
,,,,,,5,,9.683333333333334,,,,,12.925,77.5938,12.9166,77.6101,18.0,,
,,,,,,4,,36.333333333333336,,,,,12.925,77.5938,12.9716,77.6412,8.0,,
,,,,,,4,,44.35,,,,,12.925,77.5938,12.9716,77.6412,18.0,,
,,,,,,0,,52.41666666666666,,,,,12.9698,77.7499,12.9352,77.6245,8.0,,
,,,,,,6,,47.3,,,,,12.9698,77.7499,12.9352,77.6245,18.0,,
,,,,,,4,,65.08333333333333,,,,,13.0286,77.5408,12.9569,77.7011,8.0,,
,,,,,,4,,75.81666666666666,,,,,13.0286,77.5408,12.9569,77.7011,18.0,,
,,,,,,1,,15.983333333333333,,,,,12.925,77.5938,12.9141,77.6387,8.0,,
,,,,,,2,,18.4,,,,,12.925,77.5938,12.9141,77.6387,18.0,,
,,,,,,5,,22.766666666666666,,,,,12.974,77.6144,12.925,77.5938,8.0,,
,,,,,,1,,36.11666666666667,,,,,12.974,77.6144,12.925,77.5938,18.0,,
,,,,,,6,,24.1,,,,,12.9569,77.7011,12.974,77.6144,8.0,,
,,,,,,6,,27.9,,,,,12.9569,77.7011,12.974,77.6144,18.0,,
,,,,,,1,,50.21666666666667,,,,,12.9569,77.7011,12.9166,77.6101,8.0,,
,,,,,,3,,69.48333333333333,,,,,12.9569,77.7011,12.9166,77.6101,18.0,,
,,,,,,3,,53.85,,,,,12.8452,77.6605,12.9569,77.7011,8.0,,
,,,,,,6,,42.6,,,,,12.8452,77.6605,12.9569,77.7011,18.0,,
,,,,,,5,,17.15,,,,,12.9698,77.7499,12.9569,77.7011,8.0,,
,,,,,,4,,28.383333333333333,,,,,12.9698,77.7499,12.9569,77.7011,18.0,,
,,,,,,6,,45.516666666666666,,,,,12.9352,77.6245,13.0286,77.5408,8.0,,
,,,,,,3,,68.7,,,,,12.9352,77.6245,13.0286,77.5408,18.0,,
,,,,,,4,,46.5,,,,,12.8452,77.6605,12.9569,77.7011,8.0,,
,,,,,,6,,42.9,,,,,12.8452,77.6605,12.9569,77.7011,18.0,,
,,,,,,4,,40.25,,,,,12.8452,77.6605,12.9716,77.6412,8.0,,
,,,,,,5,,42.5,,,,,12.8452,77.6605,12.9716,77.6412,18.0,,
,,,,,,6,,17.466666666666665,,,,,12.9141,77.6387,12.925,77.5938,8.0,,
,,,,,,0,,27.78333333333333,,,,,12.9141,77.6387,12.925,77.5938,18.0,,
,,,,,,4,,35.2,,,,,12.9141,77.6387,12.974,77.6144,8.0,,
,,,,,,6,,32.53333333333333,,,,,12.9141,77.6387,12.974,77.6144,18.0,,
,,,,,,6,,13.933333333333334,,,,,12.925,77.5938,12.9141,77.6387,8.0,,
,,,,,,0,,17.566666666666666,,,,,12.925,77.5938,12.9141,77.6387,18.0,,
,,,,,,3,,47.0,,,,,12.9141,77.6387,12.9698,77.7499,8.0,,
,,,,,,0,,49.25,,,,,12.9141,77.6387,12.9698,77.7499,18.0,,
,,,,,,0,,23.75,,,,,12.9352,77.6245,12.974,77.6144,8.0,,
,,,,,,3,,30.9,,,,,12.9352,77.6245,12.974,77.6144,18.0,,
,,,,,,3,,75.48333333333333,,,,,13.0286,77.5408,12.9698,77.7499,8.0,,
,,,,,,1,,86.53333333333333,,,,,13.0286,77.5408,12.9698,77.7499,18.0,,
,,,,,,3,,43.06666666666667,,,,,12.9569,77.7011,12.8452,77.6605,8.0,,
,,,,,,3,,53.81666666666667,,,,,12.9569,77.7011,12.8452,77.6605,18.0,,
,,,,,,2,,29.25,,,,,12.9352,77.6245,12.9166,77.6101,8.0,,
,,,,,,3,,35.55,,,,,12.9352,77.6245,12.9166,77.6101,18.0,,
,,,,,,0,,55.85,,,,,12.9569,77.7011,13.0286,77.5408,8.0,,
,,,,,,5,,62.266666666666666,,,,,12.9569,77.7011,13.0286,77.5408,18.0,,
,,,,,,1,,67.48333333333333,,,,,12.8452,77.6605,12.9698,77.7499,8.0,,
,,,,,,3,,73.26666666666667,,,,,12.8452,77.6605,12.9698,77.7499,18.0,,
,,,,,,5,,40.06666666666667,,,,,12.8452,77.6605,12.9569,77.7011,8.0,,
,,,,,,3,,55.35,,,,,12.8452,77.6605,12.9569,77.7011,18.0,,
,,,,,,2,,33.833333333333336,,,,,13.0286,77.5408,12.974,77.6144,8.0,,
,,,,,,1,,34.75,,,,,13.0286,77.5408,12.974,77.6144,18.0,,
,,,,,,4,,65.3,,,,,13.0286,77.5408,12.9569,77.7011,8.0,,
,,,,,,3,,76.8,,,,,13.0286,77.5408,12.9569,77.7011,18.0,,
,,,,,,0,,22.1,,,,,12.974,77.6144,12.9352,77.6245,8.0,,
,,,,,,1,,26.8,,,,,12.974,77.6144,12.9352,77.6245,18.0,,
,,,,,,2,,48.766666666666666,,,,,13.0286,77.5408,12.925,77.5938,8.0,,
,,,,,,5,,53.583333333333336,,,,,13.0286,77.5408,12.925,77.5938,18.0,,
,,,,,,4,,48.6,,,,,12.9716,77.6412,13.0286,77.5408,8.0,,
,,,,,,6,,52.28333333333333,,,,,12.9716,77.6412,13.0286,77.5408,18.0,,
,,,,,,6,,26.716666666666665,,,,,13.0286,77.5408,12.974,77.6144,8.0,,
,,,,,,2,,36.25,,,,,13.0286,77.5408,12.974,77.6144,18.0,,
,,,,,,5,,30.616666666666667,,,,,12.925,77.5938,12.9716,77.6412,8.0,,
,,,,,,0,,43.6,,,,,12.925,77.5938,12.9716,77.6412,18.0,,
,,,,,,2,,12.083333333333334,,,,,12.9352,77.6245,12.9141,77.6387,8.0,,
,,,,,,6,,11.9,,,,,12.9352,77.6245,12.9141,77.6387,18.0,,
,,,,,,5,,21.466666666666665,,,,,12.9716,77.6412,12.9141,77.6387,8.0,,
,,,,,,1,,33.68333333333333,,,,,12.9716,77.6412,12.9141,77.6387,18.0,,
,,,,,,4,,34.55,,,,,12.8452,77.6605,12.9166,77.6101,8.0,,
,,,,,,1,,43.46666666666667,,,,,12.8452,77.6605,12.9166,77.6101,18.0,,
,,,,,,1,,43.93333333333333,,,,,12.9716,77.6412,12.9166,77.6101,8.0,,
,,,,,,5,,51.46666666666667,,,,,12.9716,77.6412,12.9166,77.6101,18.0,,
,,,,,,5,,25.3,,,,,12.9141,77.6387,12.9569,77.7011,8.0,,
,,,,,,3,,39.016666666666666,,,,,12.9141,77.6387,12.9569,77.7011,18.0,,
,,,,,,0,,55.98333333333333,,,,,13.0286,77.5408,12.9166,77.6101,8.0,,
,,,,,,5,,60.75,,,,,13.0286,77.5408,12.9166,77.6101,18.0,,
,,,,,,5,,34.46666666666667,,,,,12.9166,77.6101,12.974,77.6144,8.0,,
,,,,,,3,,47.15,,,,,12.9166,77.6101,12.974,77.6144,18.0,,
,,,,,,5,,11.05,,,,,12.9352,77.6245,12.9141,77.6387,8.0,,
,,,,,,6,,11.9,,,,,12.9352,77.6245,12.9141,77.6387,18.0,,
,,,,,,0,,36.083333333333336,,,,,12.925,77.5938,12.9716,77.6412,8.0,,
,,,,,,6,,35.416666666666664,,,,,12.925,77.5938,12.9716,77.6412,18.0,,
,,,,,,5,,57.48333333333333,,,,,12.9141,77.6387,13.0286,77.5408,8.0,,
